text,emotion,language
"[PHOTO] É já hoje!!! A KIND OF QUEEN - AO VIVO NO SOLAR SANT'ANA::BRAGA We Are The Champions, We Will Rock You, I Want To Break Free e muitos mais hits no",anticipation,pt
[[PERSON] ] aff! Hoje meu irmãozinho da doente ele ta com a garganta infamada e a boca enterinha de feridas hoje ele nao conseguiu nem mama direito ai ele tava alegre brincalhão mas agora da que rendo so ficar no colo e ta chorão peço que oren por ele!,sadness,pt
"profundo, que nem parece ser só amor de primo. Minha razãozinha de viver, parabéns! ♥ with [PERSON] ",joy,pt
Tudo dito [[PERSON] ],anticipation,pt
fez meu dia muito feliz! Impressionante! Fez muito mais a mim do que eu fiz a ele! Sem dúvidas...,anticipation,pt
[[PERSON] ] A minha operadora ainda tem coragem de manda msg dizendo:,anger,pt
Lol [PHOTO] Mengão de Coração Bora acordando urubuzada! Hoje é dia de começar a vibrar cedo pelo nosso [PERSON] estou muita ansiosa para mais tarde...vamos levantando e TACA le PAU nos Bahianos rsrsrs....,anticipation,pt
"[[PERSON] ] Que saco , povo deselegante , da paz deixa eu rsrsrs bjimmmm a todos bocão de plantão [PERSON] ",anticipation,pt
[[PERSON] ] Se alguma retardada aparecer derrepente com um bb do nada... [PERSON] avisa a Policia!!!! Meu sobrinho ai foi roibado Compartilhem por favor vces q amam seus filhos e tbm sobrinhos ajudem se puder Tel pra contato,sadness,pt
"INVEJA, TODO O MAL DESEJADO! A minha confiança esta em Deus, só fica a dica, quem puxa saco, puxa tapete!",anger,pt
"[[PERSON] ] Idag er det Mortens aften, [PERSON] morten o brasil ganho a copa do mundo ( balo de mao )",joy,pt
"[[PERSON] ] Vendo Patins PRO level Mission T0. ZERO sem nenhum uso!!! Número 0,0D - 00, 00 no Brasil. [PERSON] R$ 000,00 + frete. ",anticipation,pt
[[PERSON] ] Muito Bom Passeio nesse FDs com minha Benção!!! kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,anticipation,pt
Rafah Dru Rzion e [PERSON] [[PERSON] ] [PERSON] para meus Queridos Amigos [PERSON] Paulo [PERSON] kkkkkk...!!!,joy,pt
mesmo e pra sempre né [PERSON] e [PERSON] vamos que vamos que domingo tbm é dia de trabalho pra mim a partir de ontem. [WITH],anticipation,pt
Anhanguera precisamos fazer essa pessoa ler meus apelos...posso contar com vcs? [URL] Leiam .....,sadness,pt
[[PERSON] ] aniversario do meu filho [PERSON] esta fazendo seus 0 aninhos hoje que [PERSON] sempre o abençoe e sou grata por esse presente que Deus me deus por esse presente te amo,joy,pt
[[PERSON] ] parabens minha filha aprovada por média ! with [PERSON] .,joy,pt
[[PERSON] ] AI MEU DEUS DO CEU O QUE QUE EU FIZ!KKKK [WITH].,anticipation,pt
#Diferente e #Envolvente....essa e a minha pegada #PagodedaBarroca....sem bater #Continência pra ninguém...#Amanhã tem hein a partir das 00:00 esperamos vocês.,joy,pt
[[PERSON] ] DIZ A LENDA DE QUEM NÃO CURTIR É VIADO :0 VEJAM →[URL] DIZ A LENDA DE QUEM NÃO CURTIR É VIADO :0 VEJAM →[URL],joy,pt
[[PERSON] ] Minha bb chegou [PERSON] ti amo amiga :) q bom q vc chegou ela morta de cansada mas mesmo assim n sai da pose te amo muitooooooo,joy,pt
"[[PERSON] ] Felizmente, ou infelizmente essa é a realidade.... at [LOCATION]",joy,pt
[[PERSON] ] Aee galera de SP! Hj toco na Cantho c/ DeeJay [PERSON] & #JuniorBrito!!! Vamos pra lah causar demais?! Manda ae os nomes pra eu colocar na lista de desc ($00 entr)! with DeeJay André Martin.,anticipation,pt
ASTRONÔMICAS ADVINDAS DAS OBRAS FARAÔNICAS..... JÁ VI ESSE FILME NO PAN....,anger,pt
tudo mas nunca compra uma verdadeira amizade na qual eu construi com vcs amo de mais vcs ...... [PERSON] ,sadness,pt
. Queria que vcs ajudassem,fear,pt
[PHOTO] É HOJE TEM RODA DE FUNK NO APLAUSOS SHOW EM ALCÂNTARA PRÓXIMO A PRÓXIMO A PRAÇA CHICO MENDES. COM GRAVAÇÃO E COM MAIS DE 00 ATRAÇÕES! ----> #ENTRADA_FRANCA. [WITH].,anticipation,pt
"[[PERSON] ] - """"EU PREFIRO A MÚSICA PORQUE ELA OUVIII O MEU SILêNCIO E AINDA O TRADUZ",sadness,pt
"[PERSON] DE VOLTA , E EU NÃO VOU PARAR POR AQUI NÃO TENHO QUE MELHORAR MUITO :) PROJETO PANIQUETE KKKKK #SQN :)",joy,pt
ficou muito satisfeito com tudo isso buscai primeiro o reino de Deus e a sua justiça e as outras coisas ele acrescentará em nossas vidas OBRIGADO abraços amados e até a próxima se Deus quizer.,joy,pt
"Justo! [[PERSON] ] Infelizmente preciso conviver , mas não preciso ter amizade. Então ,meu Deus, me ajude a suportar esse povo falso e hipócrita !",anger,pt
[[PERSON] ] ^^ Pra vc ke anda falando mal de mi e fazendo fofoca. Com o meu nome. [PERSON] ai um presentinho pra vc... Aceita........ HEHEHEHE ,anger,pt
aniversário e quem ganha o presente é vc. Feche conosco até esta data e ganhe 00% de desconto em qualquer data 0000. VAMOS QUE VAMOS QUE VAMOS...FESTEJAR E FAZER BONS NEGÓCIOS HUHU... at [LOCATION],joy,pt
NO MENSALÃO DO PSDB. * FOI POLÍTICO PELAS LIGAÇÕES ENTRE BARBOSA COM O ESQUEMA AÉCIO ANASTASIA... * FOI POLÍTICO PORQUE NÃO SE FALA DA PRIVATARIA TUCANA... Enfim... QUE SE JULGUE E SE PRENDA CULPADOS... MAS TODOS ELES... ELEGER QUE VAI SER JULGADO... É UMA VERGONHA. with Pcdob Minas Gerais...,anger,pt
[[PERSON] ] [PERSON] mal conhece nosso pais vai te fudê FDP [WITH].,anger,pt
m [[PERSON] ] Meu irmão querido ti amo muinto with [PERSON] and Meiry Mesquita.,joy,pt
[PERSON] [[PERSON] ] Tirando onda na csa da mamãe pra quem falar mal d mi olhar oque eu [PERSON] piranha suas otária beijinhos no ombro,anticipation,pt
"[PHOTO] Natal feliz e ao ladoo da Familia!! Amoo cadaa hum de vcs, amor eterno!! [WITH].",joy,pt
"[[PERSON] ] entregue sua vida e confie nas mãos de [PERSON] e ele o abençoara grandiosamente, BOM DIA",joy,pt
[[PERSON] ] Nossa essas musicas de hj em dia viu é pra acabar aaff!!!!,anger,pt
"Realmente [[PERSON] ] É preferencial o retrocesso, do que o avanço para depois dar MERDA...! Boa Quinsexta para todos meus Kambas ",anger,pt
"[[PERSON] ] - E daqui a 00 anos , alguém vai falar teu nome e eu vou me lembrar de você *-* [PERSON] logo minha gauuta com meu servinho , aproveita pervaa ops serva kkkkk amo muuito vocês , vocês são muito especiais pra mim ! with Jessica Sobral.",anticipation,pt
": Nandinho, Cidinho, As Absolutas, Mc Matheus, Mascote, Leandro e as Abusadas, Priscila, Maneirinho... e Vários outros! -----------> Promoção de Combos a 00,00 <---------- ;) [WITH]",anticipation,pt
"(não é antiga!). Ainda pensei em colocar uma das que tirei o ano passado (pelo seu aniversário dos 00 anos) mas, segundo o próprio:",joy,pt
HOMEM. (O Patriarca da Família Ribeiro!). E tenho certeza que um dia a gente vai se REENCONTRAR! (Descanse em Paz ao lado do nosso Pai eterno!). AMÉM!!!,sadness,pt
"encerramento. Além disso, haverá sorteio de brindes e grandes surpresas serão reveladas no evento. Está curioso? Então não perca! [WITH] at [LOCATION]",anticipation,pt
[[PERSON] ] O jeito é dar uma fugidinha com você O jeito é dar uma fugida com você... (0) ¨Simbora Turma¨ Michel Teló,joy,pt
", alcatra, carne moída) frango ou peixe. Leite semi desnatado, Aveia, fubá, chá claros (camomila, erva doce), Margarina sem sal [PERSON] , cebola [PERSON] , feijão, [PERSON] , açúcar e adoçante. Quem puder ajudar, entrar em contato comigo pelo Facebook. Que [PERSON] abençoe a todos e muito obrigado!",sadness,pt
"seu amigos de trabalho [PERSON] ,PE:Oliveira,NonataIzaac OliveiraManoel Pereira;Raimundo [PERSON] que estão com vç todos os dias viajando com vç [PERSON] nosso amigo do peito [WITH] in...",joy,pt
"[[PERSON] ] Os dias nascem de acordo com aquilo que plantamos, por isso as melhores sementes reservei para lhe dar com carinho! Bom dia! [PERSON] ...",anticipation,pt
"[PERSON] e os bons banhos na casa dela tbm heheheeh , [PERSON] .... logo à caminho de Obidos , Belterra , Manaus... :):):) bom Feriadoooooo :) with Du E-holic II and Juliana Sampaio",joy,pt
"isso , criem amor no coração '' IMAGINE SÓ SE FOSSE VOCÊ QUE ESTIVESSE ALI!! :(",sadness,pt
"[PHOTO] Amanhã Será Meu dia das Crianças,, Vai ser Lá no Parque da Independencia 0km Equipe dos Brothers no Pedaço,,, Boa Sorte a Todos!!!",anticipation,pt
This Is Africa! [[PERSON] ] O fim de Semana prolongado ta doce!!! at [LOCATION],anticipation,pt
"[[PERSON] ] Tô muito feliz, será mais um ano juntos!!! Aqui é galo!!! [WITH].",anticipation,pt
ALISON AZEVEDO ) | ACOMPANHE A GENTE NA REDE SOCIAL | [URL] [URL] #| LOCAL AND DAY |# | CASARÃO MUSIC DIA 00/00 | [WITH] at [LOCATION],anticipation,pt
Para [PERSON] [[PERSON] ] Boa semanaaaa a todosss!!!,joy,pt
[[PERSON] ] muita saudade dos meus herdeiros reis pedro e mattheus os lindos da vozinha,joy,pt
nossa amizade seja um momento de repouso nas lutas da vida.,joy,pt
Cosmo [[PERSON] ] Se arruma neh: pra logo mais com [PERSON] no bira segura nois frioooo,anticipation,pt
COMPROMISSO COM O DEUS VIVO . CONTO COM TODOS VOCÊS JOVENS TRANSFORMADOS . DESDE JÁ AGRADEÇO PELA A VIDA DE CADA UM DE VOCÊS AMÉMMMMMMMMM. [WITH] at [LOCATION],sadness,pt
"[[PERSON] ] [PERSON] , volta!! Não nos deixe, você é o homem da casa rosa.... Por favor :(",sadness,pt
TOP [[PERSON] ] Nessa terça-feira vai ser um fervo bom de novo !!! Não fiquem fora dessa !!! [WITH] at [LOCATION],anticipation,pt
[[PERSON] ] A despedida foi repentina e sem volta Hoje vocês estão na companhia de [PERSON] E vive em nossas lembranças! [PERSON] Alves e [PERSON] Andrade,sadness,pt
[[PERSON] ] E quem danado não cansou? Que voz irritante... Que apelo chato... ,anger,pt
[[PERSON] ] Despedida do pessoal da caixa adeus ano velho 0000..feliz ano novo 0000 #vemqvem.,joy,pt
[[PERSON] ] E ai como esta o #PISTÂO ? Montagem ao vivo nego do borel e mc tikão ! #TUDOAOVIVONAMPDDJMAICK Link->[URL] [WITH].,anticipation,pt
unidade prisional” Vale a pena ler o documento: [URL] [WITH] at [LOCATION],anticipation,pt
", com a vida eu tô de bem...........",joy,pt
"[[PERSON] ] Pessoal, o sorteio já será dia 00.. Ainda tem números pra vender.. Alguém gostaria? Amanhã já posto a foto da cesta :) Números disponíveis : 000 - 000; 000 -000 e 000 - 000 Se quiserem podem comprar por depósito/transferência tbm :) [PERSON] gente",joy,pt
te dar mt carinho meu menininho amado te amo mt meu bebe s0 with Caca Robson,joy,pt
"#HOJE!! :D [[PERSON] ] Vai tocar de tudo: #forró, #zouk, #arrocha, #bachata, #salsa, #tango, #samba e muito mais!! Curta a nossa página: Saulo Rangel e [PERSON] - Dança de Salão [WITH] at [LOCATION]",anticipation,pt
"[[PERSON] ] BALADA ME GUSTA HOJE AS 00 HORAS o melhor do som automotivo ingressos R$ 0,00 seguranças no local venha fazer a sua festa e curtir o verdadeiro som automotivo desde já agradecemos a presença de todos NOVIDADES VEM POR AI....... AGUARDEM....... with [PERSON] da Cruz and 00...",anticipation,pt
"[[PERSON] ] Gatinhos para doação Rua Roberto Trompowsky, 000 (rua do supermercado caitá) [PERSON] : 0000 0000 ",anticipation,pt
"[[PERSON] ] - E o cheiro de fim de semana, está no ar :D #FimDeSemana #Novidades #Look's #Maravilhosos #NaLenaTem :* at [LOCATION]",anticipation,pt
"[[PERSON] ] [PERSON] , por favor se alguém encontrar a minha cachorrinha [PERSON] (vira-lata, preta e pernas magras) por favor ela saiu de casa hj não sabemos o horário, mais por favor se virem ela liguem: 0000-0000! Estamos desesperados!",sadness,pt
comigo,anger,pt
[[PERSON] ] Comemorando 0 anos de formatura! [WITH].,joy,pt
"[[PERSON] ] Sem a música, a vida seria um erro... Bom Dia a todos ;) [WITH] in [LOCATION]",joy,pt
” [PERSON] …SEMPRE ALERTA with Matias Mesquita and Bizânia TchissolaAntónio at [LOCATION],sadness,pt
"[[PERSON] ] Não é a riqueza nem a pompa, mas a tranquilidade e a ocupação que dão felicidade. boa noite face",joy,pt
[[PERSON] ] [PERSON] a manhã com a simpática Marília que veio com energia total para iniciar o acompanhamento nutricional. Vem você também! at [LOCATION],anticipation,pt
pai uma mae ou filhos,fear,pt
"xD morta [[PERSON] ] Como me sinto várias vezes em eventos. UMA BATATINHA KAWAII, E FELIZ~! <0 #NaçãoGeeker",anticipation,pt
:-O [PHOTO] Trago minha irmã ao hospital e me deparo c esta,anger,pt
vai tire minha mae dessa situaçao eu creio nome [PERSON] obg a todos,sadness,pt
[PHOTO] Bom dia....,joy,pt
"[PERSON] [[PERSON] ] [PERSON] alimentação saudável e suplementos, agora aceitamos todos os cartões vem pra ca at [LOCATION]",anticipation,pt
"wow... [[PERSON] ] To parecendo Elba Ramalho misturada com o Ovelha andando de Patins.... kkkkk with Tony Dos Santos Santos. Todo mundo é capaz de dominar uma dor, exceto quem a sente. É muito melhor viver sem felicidade do que sem amor. Nossas dúvidas são traidoras e nos fazem perder o...",joy,pt
"so VT [[PERSON] ] #[PERSON] te agradeço muito pela noite passada , grande foi o livramento que o #SENHOR me deu , obrigada :) <0",joy,pt
[[PERSON] ] primo querido a gente cresce a vida afasta a gente mas as lembranças da infancia continuam descansa em paz que deus te receba de braços abertos . ...,sadness,pt
...kkkkkk...Beijos e Abraços,joy,pt
uma parte dos meus anos [PERSON] dono do meu tempo e do meus planos Que sejas meu universo não [PERSON] a minha vontade [PERSON] e cada sonho que há em mim quero entregar-te Que sejas meu universo....TE AMO SENHOR SEJA MEU UNIVERSO,joy,pt
[[PERSON] ] [PERSON] eu tó vendendo uma moto susuki yes 000 preço a combinar [PERSON] fone: 0000-0000,joy,pt
"Espanha, €000,00 euros por mês, 0 horas por dia = [PERSON] 0.000,00 Austrália, $0.000,00 dólares australianos por mês, 0 horas por dia = [PERSON] 0.000,00 reais Bélgica, €0.000,00 euros por mês, 0 horas por dia = [PERSON] 0.000,00 reais Canadá, $0.000,00 dólares por mês, 0 horas por dia = R$0.000,00 reais [PERSON] ...",anticipation,pt
"ano, um trabalho que durou praticamente uma eternidade para ficar pronto, com uma chuva mais forte, [PERSON] . Parabens pessoal, a falta de respeito e consideração aos cidadãos vem sendo desempenhada de maneira Magnifica!!!!",anger,pt
é pura verdade...ui nega..,joy,pt
00/00/0000 - sábado - durante o programa Koisas da Dinha pela Rádio Jornal Indaiatuba - das 00h às 00h Ouça pela Internet: ([URL] [WITH],anticipation,pt
"[[PERSON] ] bom dia,galera! em plena sexta feira eu tomando remédio,mais é bom pra ver se alguém vai sentir a minha falta.kkkkkkkkk.hoje eu to assim,mais depois com fé em deus vou tá assim, ",anger,pt
[[PERSON] ] Pode crê não e preciso te mencionar pq vc já sabe que vc to muito muito muito magoada,sadness,pt
[PHOTO] Salão de Beleza Belo Visual e Armazem Central deseja a todos seus clientes e amigos um Feliz 0000! with Alex Gularte [PERSON] .,anticipation,pt
boas festas. Feliz natal e próspero ano novo.,joy,pt
fazemos de todo coração! Agora ele só precisa de um nome e uma família para dar e receber muito carinho!!! [WITH],joy,pt
[[PERSON] ] #[PERSON] vai fazer muitaaa falta....sentiremos muitaaaaa saudades... Vai em PAZ #IRMAOZÃOOOO!!!,sadness,pt
[[PERSON] ] Gente por favor se verem ou tiverem noticia da XRE 000 com a placa OVY-0000 por favor liguem para policia ou para 00-00000000 ou 00-00000000. A moto tem uma fita vermelha tanto na roda dianteira como na roda traseira. [PERSON] . Lorena Soares,sadness,pt
favor nos avise!! 00000000 00000000 00000000 Segue a foto dele abaixo!! with Edson Castro,sadness,pt
[[PERSON] ] Rede esgoto de Televisão! ,anger,pt
por incompetência Ela me pediu amor Eu sou fora da lei não neguei Amor eu dei Foi na minha casa pra matar a fome [PERSON] tudo que ela quis fiz meu papel de homem Ela me pediu amor Eu sou fora da lei não neguei Amor eu dei O meu amor eu dei Fiz meu papel de homem. letras with [PERSON] ,anticipation,pt
[PERSON] no seu pé o tempo todo. Recomendo FULL Varejo NRF 0000 de 00/00 de Janeiro 0000 com Euro Star - Lufthansa City Center.,anticipation,pt
"[PERSON] [[PERSON] ] Até que minha caça foverver-alone-relâmpago à meteoritos não foi um desperdício Sem tempo pra escrever ou classificar... então se alguem tiver a bondade, please. (missão pra ti [PERSON] ) Meu primeiro meteorito :D (e acabei de perde-lo) at [LOCATION]",joy,pt
[[PERSON] ] Tiraram 0 pontos da Portuguesa e 0 do Flamengo so pra nao abrir um precedente no recurso da Portuguesa ...,anger,pt
"skate, bora assistir em galera!! [WITH] at [LOCATION]",joy,pt
[PERSON] [[PERSON] ] ENCONTRO DE PAREDÕES NO DOMINGO DE PÁSCOA Local: BARRACA DA FATINHA A partir das 00:00 HS Organização: QUADRILHA FILHOS DO SOL COMPARTILHEM!!! [WITH] at [LOCATION],anticipation,pt
"jamais! Assim seja, [PERSON] , Amém! Lembre-se de quando alcançar a graça que pediu, dar doces as crianças. Pode ser um bolo, prato com docinhos diversos e brinquedinhos. Acenda uma vela azul e rosa e entregue os doces em um jardim, domingo.",joy,pt
"sempre quando me disse não chore,não fique triste pois [PERSON] sabe de todas as coisas,mas saudade e´muito grande meu eterno amor. in Belo Horizonte, Brazil",sadness,pt
[[PERSON] ] Meu filhote esta crescendo rápido... o tempo esta voando....,joy,pt
"caraca,speed ! neta ? [[PERSON] ] [PERSON] , eu e minha neta [PERSON] linda né, pelo menos ela !!!",joy,pt
"[[PERSON] ] vamos divulgar essa foto pra chegar até as autoridades e quem sabe eles enxergam que não é só os royalties que eles tem que dividir, ja que são nossos...eles tem que abrir a boca e nos ajudar tbm!!!",sadness,pt
tua presença.,anticipation,pt
".... [URL] . Surprise, suprise......passamos as 000.000 visitas em nosso site e eu nem vi....he he he..... [URL].br...",joy,pt
[[PERSON] ] Que tal uma boa pescaria em!,anticipation,pt
[PHOTO] É hoje faz um ano que mais de 000 jovens morreram no incendio na balada Kiss.. :/,sadness,pt
[[PERSON] ] ENQUANTO VOCÊ TAH PARADO EU TO ROBANDO A CENA... #SÓLAMENTO,joy,pt
"Legal !! [[PERSON] ] O que acha de personalizar o vidro do seu carro, com o tema da Copa junto com a logo da sua Empresa? Orçamentos inbox!!! [WITH].",anticipation,pt
"[[PERSON] ] Ver o sorriso lindo e brilho no olhar de cada criança, compensou todo o cansaço! - Dia das crianças atrasado foi bom de mais.",joy,pt
OIIIIIIIII [[PERSON] ] Uma ótima noite!!,anticipation,pt
"[[PERSON] ] Boa noite? O bom seria se tivessimos o dom de encontrar a pessoa certa. Mas nus deparamos com as erradas, infelizmente.",sadness,pt
[[PERSON] ] Descance em paz Thiago Silva with Thiago Silva.,sadness,pt
[[PERSON] ] Novo corte cabelo,joy,pt
"[[PERSON] ] Pacote Oktoberfest 0000.. Tradição para todos os dias.. Lançamento com Super Promoção da [PERSON] Turismo. OS primeiros 00 lugares por apenas R$ 000,00 em até 0x. Para maiores informações (00) 0000 0000. with Angeline Manca Macedo and [PERSON] Adati.",anticipation,pt
".... entao comeca mais sedo esse carnaval!!!!! Esse ano Carnaval Promete!!!!!! Vem pro Bloco Etesão, você também!!!! [PERSON] , [PERSON] ... ate o dia Amanhecer!!!!!!!!!! [PERSON] ai quem vai estar no Bloco Etesão at Primavera do Leste - Mato Grosso",anticipation,pt
desafetos....Deus perdoa essa pessoa de toda sua maldade. Que assim seja! #desabafo,sadness,pt
[[PERSON] ] Não sei por que você se foi Quantas saudades fou senti E de tristezas vou viver E aquele adeus não pude dar. [PERSON] .,sadness,pt
SAUDADES QUE DEUS DE FORÇA PARA MINHA AMIGA EDNA E SUA FILHA KAKÁ SEI QUE VC SEMPRE VAI ESTÁ AO LADO DELAS PROTEGENDO E AMANDO COMO SEMPRE FEZ . [WITH],sadness,pt
[[PERSON] ] Indo trabalhar cedinho,joy,pt
"[[PERSON] ] Domingo 00 anos [PERSON] , ele é mais que um pai, respeito grandioso que tenho por você é que viva até 000 anos ainda me lembro da promessa. de 0000/0000 sou oque sou graças a você e seu ensinamentos.",joy,pt
"[[PERSON] ] [PERSON] voltei a fazer unha, estou trabalhando esses adesivos pra unha. Quem quiser fazer eh soh ligar. (00)0000-0000 / 0000-0000",joy,pt
"00 litros so da pra 00 dias,e nao tenho de onde tirar o restante,me revolta,pois a prefeitura gasta com tantas coisas que nao e nessesario.to muito triste pois ja passei por isso e meu filho so consegueu sobreviver com ajuda dos amigos. segue o comprovante da dieta dada pela prefeitura.",sadness,pt
... #diganaoaopreconceito #tamojuntomeuparça #teamamosmesmoassim #sz with Diego Dias Roxa and jujuba,joy,pt
"alegrias para todos nós, um feliz Natal e feliz ano novo!!!",joy,pt
[PERSON] vamos kkkkkkkk [[PERSON] ] Hoje o Recife amanheceu assim.... Bom dia #GALERAMASSA,anticipation,pt
prosperidade material.,anticipation,pt
"COMPARTILHE com orgulho![PERSON] NÃO AO ABORTO, DIGA SIM A VIDA!!!",sadness,pt
. 0 - [PERSON] 0 amigos imagem oficial da promoção.,joy,pt
coisa nao como queremos [PERSON] vai fazer muita falta #jonas que vc tenha um bom lugar va com deus!!!! with JONAS VILAR,sadness,pt
Gapa - Peludinhos de Alcobaça com um grande sorriso animal! :D [WITH],anticipation,pt
"[[PERSON] ] Não tenho tempo de odiar quem me odeia, Estou ocupada demais amando quem me ama .",joy,pt
[PHOTO] Comunico a todos amigos e conhecidos da [PERSON] .. [PERSON] que o velório esta acontecendo no sistema prever! with Luciane Wammes Da Silva Ambrosio.,sadness,pt
[[PERSON] ] Meu Pai com meu filho ainda ainda bebezinho [PERSON] ,joy,pt
"somente para aquele que trabalha no bem, que cresce no ideal superior e que aperfeiçoa nas abençoadas horas de [PERSON] . [PERSON] - [PERSON] por Mari Rezi®",anticipation,pt
"casamento… Amo vocês… (beijos de seus filhos, genro e netos) ❤ [PERSON] De Carvalho Gambogi",joy,pt
[PHOTO] hoje é um dia muito feliz minha mãe está completando mias um ano de vida ......PARABÉNS TE AMO COROA....... with Danielle C Cavalcanti,joy,pt
[PHOTO] Boa tarde... Vovo maria ta vindo pra ksa...,anticipation,pt
"estaremos vendendo,aguas e refrigerantes. [WITH] at [LOCATION]",anticipation,pt
[[PERSON] ] [PERSON] ...,joy,pt
[PERSON] Francisca Maria Nicole Sampaio Nicole Dourado [PERSON] Brandão Jéssica Paula Lívia Pinho Maria Livia Souza Coelho Lívia [PERSON] Matheus Rodrigues [PERSON] e outros Feyos tbm :0 ^.^ [PERSON] ,joy,pt
CÂMERA DIGITAL!!!! Acabou de chegar pelos CORREIOS e eu estou muito feliz!!! E olha a foto deste CAMARO de um desconhecido que eu achei na rua.. Como ficou boa com a nova câmera né?,joy,pt
[[PERSON] ] Hoje a tarde recebemos da Secretaria de Direitos da Pessoa com [PERSON] 000 agasalhos novos e 000 cobertores novos. Também recebemos 000 calçados novos pela Sociedade Bíblica do Brasil. at SDPD - Secretaria dos Direitos da Pessoa com...,joy,pt
[[PERSON] ] vai encarar mamãe kkkkkkkk,joy,pt
[PERSON] [[PERSON] ] Meu caozinho é o mas pausado d todos...[PERSON] [WITH].,joy,pt
"[[PERSON] ] Mais de 0 hrs na mesa de operação,[PERSON] está no controle with [PERSON] .",anticipation,pt
"[[PERSON] ] TO NERVOSÃO, ESTRESSADÃO, VOU MALHAR ATÉ [PERSON] ... 00H00 Amais Olympikus TO AE... O QUE VIER É LUCRO! ",anger,pt
", salgados, massa de pastel, pernil, pão, refrigerantes, prendas para o bingo!! Enfim tudo que for de coração será bem vindo!! Deus que abençoe todos vocês.. Conheça a História dele na Página: A pró de adaptação para o bebê [PERSON] . Foi Deus que te escolheu pra ser,a melhor amigo que eu pudesse ter ♪...",anticipation,pt
[[PERSON] ] Ao ver esta imagem meus olhinhos encheram de lagrimas... Praticamente uma caricatura de mamãe e eu... Meu cabelo duro era assim kkkkkkkkkkkk. Que infância sofrida viu... with...,anticipation,pt
"[[PERSON] ] [PERSON] queria isso, mas enquanto eu nao ter certeza que as coisas estao mudando, para melhor, nao perco meu tempo!",anger,pt
[[PERSON] ] Bora trabalha e mais tarde [PERSON] vamo q vamo (Y) with [PERSON] .,anticipation,pt
mais uma vitória nos conduz Nós te amamos Santa Cruz.,joy,pt
[PERSON] e [PERSON] [[PERSON] ] EU #CONCORDO!!! [WITH].,joy,pt
"divisa com o bairro Nova Gerty em SCS e [PERSON] em SBC. Se alguém souber de algo por favor ligue! (00) 00000000. Se puder, compartilhaaa!",sadness,pt
[[PERSON] ] Recebemos mais uma unidade Paleta de Blush Grande .... com 00 cores at [LOCATION],joy,pt
[[PERSON] ] ME AJUDEM A ENCONTRAR A BIAZINHA PESSOAL POR FAVOR!!!!! TO SAINDO AGORA COM MEU NOIVO ATRÁS DELA,sadness,pt
[[PERSON] ] vovo do davi miguel 00 dias hoje,joy,pt
"q tem alguem ao seu lado q te ama,q te completa,q te ajuda... Vc e muito especial p mim. Todas as lutas serviram p nos unir mais,pois [PERSON] faz tudo lindo,tudo novo,eu sou muito feliz ao seu lado. [PERSON] pelo nosso dia. [PERSON] amooooooooooooo",joy,pt
[[PERSON] ] [PERSON] em nome da nossa família comunicar que a mãe da nossa querida [PERSON] foi a óbito hoje . Conto com o carinho de todos os amigos nesse momento de perda. Que [PERSON] ilumine e console a nossas vidas. [WITH].,sadness,pt
........... Descanse em paz Vó.....,sadness,pt
Maning...kkkkkkkkk [PHOTO] Do 0o Classificado ao campeão da Bundsliga da Alemanha... Todos bem mortos por um so monstro������. [PERSON] [WITH] at [LOCATION],joy,pt
:O [PHOTO] E hoje eu perco??? rsrsr a noite inteira acordada,joy,pt
"com tão pouco, mais feliz e sem ter vergonha de carregar seu saquinho.....não estou vendo ele com a sua merendinha será que nessa escola o governo mandou merenda ou esta muito ocupado.......com outras coisas....... É revoltante ver isso.....esse guerreiro merece muitas curtidas.",sadness,pt
oração q devolva sua liberdade..... sentimento de tristeza mais uma vez estarei do seu lado meu mano pode ter certeza ...,sadness,pt
[[PERSON] ] Vcs vão estar sempre no meu coração. S0 [WITH].,joy,pt
[[PERSON] ] [PERSON] infalível para o seu corpo não absorver aquelas gorduras indesejáveis!! Peça já o seu!!! Cel.: 00 00000000 ou 00000000 at EVS - Espaço Vida Saudável - Santa Mônica.,joy,pt
[[PERSON] ] com o falecimento do meu tio,sadness,pt
DiasJordanna DiasFernando Dias.... tliste...vai nos deixar mts SAUDADES...,sadness,pt
[[PERSON] ] agora q comprei minha YBR suave varios role agora rsrsrs,anticipation,pt
"[[PERSON] ] Carnaval Congonhas Cerveja geladinha, sem filas e é claro a melhor banda pra gente brincar o carnaval# Este é o objetivo do Bloco Kome Keto, [PERSON] famílias, grandes amigos e pessoas animadas# Bora#",joy,pt
[[PERSON] ] Tarde maravilhosa com minhas tias e primas queridas!!! Inclusive com a garota verão [PERSON] ....Muito bom rever a família,joy,pt
"nao fossem voces, nada disso teria acontecido... uuhullll",joy,pt
[[PERSON] ] # comemorando o níver de minha sobrinha [PERSON] com [PERSON] Tiago Diana Mazé Anna Talita [PERSON] Ana Lucia [WITH].,joy,pt
"resgatados e assim terem mais espaço para resgatarem mais! VC está ajudando de todas as formas: ao bichinho, que ganhará um lar! A VC que ganhará amor e às protetoras que poderão ajudar mais e mais peludinhos!!! [WITH]",joy,pt
